City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Cabadiangan,PH,9.7531,122.4739,78.35,89,100,2.53,overcast clouds
347,Udachnyy,RU,66.4167,112.4,73.45,73,57,2.51,broken clouds
348,Ribeira Grande,PT,38.5167,-28.7,73.99,89,70,12.91,broken clouds
349,Ellisras,ZA,-23.6649,27.7443,60.53,43,0,3.27,clear sky
350,Coshocton,US,40.272,-81.8596,82.26,81,88,1.01,overcast clouds
351,Paamiut,GL,61.994,-49.6678,42.8,93,41,16.93,scattered clouds
352,Westport,US,41.1415,-73.3579,83.75,60,0,11.5,clear sky
353,Solnechnyy,RU,50.7214,136.6319,67.19,82,70,3.49,moderate rain
354,Asyut,EG,27.181,31.1837,88.16,20,5,6.58,clear sky
355,Fukue,JP,32.6881,128.8419,80.65,86,10,8.68,clear sky
356,La Paz,BO,-16.5,-68.15,58.98,18,5,10.36,clear sky
357,Sioux Lookout,CA,50.1001,-91.917,60.87,88,75,4.61,broken clouds
358,Aripuana,BR,-9.1667,-60.6333,82.33,37,26,1.01,scattered clouds
359,Kwinana,AU,-32.25,115.7667,58.14,63,50,8.68,scattered clouds
360,Pinawa,CA,50.1489,-95.8811,61.32,81,89,12.24,overcast clouds
361,Yabrud,SY,33.9674,36.6574,71.02,30,0,0.67,clear sky
362,Goma,CD,-1.6792,29.2228,66.63,69,90,1.14,overcast clouds
363,Adrar,MR,20.5022,-10.0711,102.25,9,6,12.93,clear sky
364,Kashi,CN,39.4547,75.9797,85.82,17,36,4.65,scattered clouds
365,Saint Anthony,US,45.0205,-93.218,82.92,43,40,17.27,scattered clouds
366,Bourail,NC,-21.5667,165.4833,71.49,71,100,4.79,overcast clouds
367,Roebourne,AU,-20.7833,117.1333,67.41,48,7,8.77,clear sky
368,North Platte,US,41.1239,-100.7654,87.69,41,100,6.91,overcast clouds
369,Longyearbyen,SJ,78.2186,15.6401,46.24,71,75,20.71,broken clouds
370,Helong,CN,42.5397,128.9972,69.17,92,67,2.84,broken clouds
371,Maarianhamina,AX,60.0973,19.9348,58.86,72,0,4.61,clear sky
372,Xiamen,CN,24.4798,118.0819,80.33,87,33,1.77,scattered clouds
373,Saint-Georges,GD,12.0564,-61.7485,80.28,89,40,2.3,scattered clouds
374,Taoudenni,ML,22.6783,-3.9836,102.7,6,0,18.57,clear sky
375,Kruisfontein,ZA,-34.0033,24.7314,55.22,85,60,3.15,broken clouds
376,Sistranda,NO,63.7256,8.834,49.96,72,100,13.13,overcast clouds
377,Latur,IN,18.4,76.5833,75.38,83,100,5.32,overcast clouds
378,Bijie,CN,27.3125,105.2942,61.63,91,80,2.73,broken clouds
379,Zyryanskoye,RU,56.8306,86.6258,55.38,87,2,5.28,clear sky
380,Mazatlan,MX,23.2167,-106.4167,88.02,82,75,8.05,broken clouds
381,Nizwa,OM,22.9333,57.5333,77.16,82,88,6.58,overcast clouds
382,Hami,CN,42.8,93.45,81.03,14,22,6.53,few clouds
383,Ixtapa,MX,20.7,-105.2,88.23,70,75,9.22,broken clouds
384,Lazaro Cardenas,MX,17.9583,-102.2,85.01,66,99,8.28,overcast clouds
385,Kapiri Mposhi,ZM,-13.9652,28.6809,54.88,75,37,6.42,scattered clouds
386,Odesskoye,RU,54.2111,72.9651,67.96,62,100,6.93,overcast clouds
387,Bozoum,CF,6.3193,16.3799,68.16,96,100,2.17,overcast clouds
388,Mindelo,CV,16.8901,-24.9804,81.95,69,20,6.91,few clouds
389,Acandi,CO,8.5063,-77.2778,80.11,90,84,2.06,broken clouds
390,Sangar,RU,63.9242,127.4739,70.99,66,1,1.48,clear sky
391,Pesochnoye,RU,58.006,39.1772,63.57,97,94,5.48,overcast clouds
392,Camana,PE,-16.6228,-72.7111,60.84,84,68,9.91,broken clouds
393,Usinsk,RU,65.9939,57.5281,58.44,59,99,11.27,overcast clouds
394,Manzanillo,CU,20.3433,-77.1167,87.94,60,48,14.43,scattered clouds
395,Vernon,CA,50.2581,-119.2691,101.23,20,3,1.01,clear sky
396,Kaduy,RU,59.2,37.15,64.2,96,72,4.23,broken clouds
397,Saint-Prosper,CA,46.2117,-70.4811,75.49,56,79,7.09,broken clouds
398,Beringovskiy,RU,63.05,179.3167,47.68,90,84,5.3,broken clouds
399,Bongandanga,CD,1.5,21.05,71.26,95,100,1.54,light rain
400,Maumere,ID,-8.6199,122.2111,74.5,78,56,6.31,broken clouds
401,Moussoro,TD,13.6408,16.4901,76.71,76,100,9.35,overcast clouds
402,Paris,FR,48.8534,2.3488,70.09,48,0,12.66,clear sky
403,Breytovo,RU,58.2993,37.8617,64.35,94,76,7.74,broken clouds
404,Sisimiut,GL,66.9395,-53.6735,45.86,78,67,7.87,broken clouds
405,Barra Do Garcas,BR,-15.89,-52.2567,76.77,28,0,2.24,clear sky
406,Manosque,FR,43.8288,5.7869,68.45,48,0,2.39,clear sky
407,Beachwood,US,41.4645,-81.5087,79.0,88,100,12.66,overcast clouds
408,Cohoes,US,42.7742,-73.7001,85.1,51,75,3.0,broken clouds
409,Mount Isa,AU,-20.7333,139.5,53.37,40,0,1.14,clear sky
410,Hauterive,FR,46.0901,3.4459,59.76,59,15,2.26,few clouds
411,Kavieng,PG,-2.5744,150.7967,83.41,72,47,16.69,scattered clouds
412,Port Hawkesbury,CA,45.6169,-61.3485,77.92,53,40,4.61,scattered clouds
413,Dandong,CN,40.1292,124.3947,74.95,89,96,4.43,overcast clouds
414,Port Lincoln,AU,-34.7333,135.8667,49.42,86,70,8.21,broken clouds
415,Strezhevoy,RU,60.7333,77.5889,53.24,80,100,7.25,overcast clouds
416,Horsham,GB,51.064,-0.3272,64.6,69,0,8.05,clear sky
417,Xudat,AZ,41.631,48.681,72.48,79,1,8.88,clear sky
418,Tirumullaivasal,IN,11.2333,79.8333,81.45,78,97,3.78,overcast clouds
419,Bilma,NE,18.6853,12.9164,91.63,12,42,11.18,scattered clouds
420,Palmer,US,42.1584,-72.3287,84.24,49,75,4.61,broken clouds
421,Coihaique,CL,-45.5752,-72.0662,42.75,52,75,5.75,broken clouds
422,Taltal,CL,-25.4,-70.4833,61.56,77,93,3.38,overcast clouds
423,Alto Araguaia,BR,-17.3147,-53.2153,73.31,25,0,2.33,clear sky
424,Ust-Kulom,RU,61.6864,53.6902,53.87,77,7,1.74,clear sky
425,Alofi,NU,-19.0595,-169.9187,78.69,73,13,14.97,few clouds
426,Kaspiyskiy,RU,45.3929,47.3707,72.18,75,97,10.78,light rain
427,Qostanay,KZ,53.1667,63.5833,61.09,82,40,13.42,scattered clouds
428,Lake City,US,30.1897,-82.6393,89.85,58,40,8.05,scattered clouds
429,Campbellsville,US,37.3434,-85.3419,89.15,52,39,5.01,scattered clouds
430,Vidim,RU,56.4088,103.1106,56.07,87,100,2.68,overcast clouds
431,Poso,ID,-1.3959,120.7524,76.08,83,34,5.14,scattered clouds
432,Moron,AR,-34.6534,-58.6198,64.0,96,85,4.03,overcast clouds
433,Santiago,CL,-33.4569,-70.6483,54.86,69,75,6.91,broken clouds
434,Rio Gallegos,AR,-51.6226,-69.2181,32.05,64,0,9.22,clear sky
435,Nizhniy Kuranakh,RU,58.8353,125.4869,68.36,68,4,2.86,clear sky
436,Byron Bay,AU,-28.65,153.6167,54.95,61,98,6.64,overcast clouds
437,Malinyi,TZ,-8.9333,36.1333,67.32,60,62,4.14,broken clouds
438,Boende,CD,-0.2167,20.8667,71.82,94,100,0.51,overcast clouds
439,Gbarnga,LR,6.9956,-9.4722,69.66,99,92,3.15,overcast clouds
440,Orsk,RU,51.2049,58.5668,59.9,100,50,6.71,scattered clouds
441,Zhanakorgan,KZ,43.9098,67.2495,78.55,32,0,8.39,clear sky
442,Kharan,PK,28.5833,65.4167,84.63,62,95,7.85,overcast clouds
443,Ust-Koksa,RU,50.2696,85.6108,50.49,82,4,0.56,clear sky
444,Manggar,ID,-2.8833,108.2667,79.23,85,100,11.54,overcast clouds
445,Asfi,MA,32.2994,-9.2372,70.05,82,0,18.79,clear sky
446,Timoteo,BR,-19.5825,-42.6444,65.26,65,2,3.04,clear sky
447,Barmer,IN,25.75,71.3833,79.65,84,98,16.42,moderate rain
448,Payo,ID,-3.7508,103.6372,73.24,97,98,1.52,overcast clouds
449,Corning,US,42.1428,-77.0547,83.57,63,75,11.5,broken clouds
450,Camacari,BR,-12.6975,-38.3242,71.37,90,64,4.76,broken clouds
451,Kalevala,RU,65.2,31.1667,58.23,82,48,6.49,scattered clouds
452,Makakilo City,US,21.3469,-158.0858,86.32,49,20,17.27,few clouds
453,Kaitangata,NZ,-46.2817,169.8464,44.26,95,100,5.35,overcast clouds
454,Laguna,US,38.421,-121.4238,99.34,34,0,8.05,clear sky
455,Surt,LY,31.2089,16.5887,80.8,71,0,7.27,clear sky
456,Jutai,BR,-5.1833,-68.9,85.24,57,49,1.77,scattered clouds
457,Wexford,IE,52.3342,-6.4575,56.89,85,94,4.0,overcast clouds
458,Priyutovo,RU,53.9,53.9333,60.42,90,2,7.49,clear sky
459,Alyangula,AU,-13.8483,136.4192,70.9,75,3,14.05,clear sky
460,Samarai,PG,-10.6167,150.6667,77.65,89,100,15.21,overcast clouds
461,Escanaba,US,45.7453,-87.0646,80.56,57,40,12.66,scattered clouds
462,Henties Bay,NA,-22.116,14.2845,54.28,79,4,0.78,clear sky
463,Joshimath,IN,30.5667,79.5667,69.98,91,100,0.78,moderate rain
464,Talnakh,RU,69.4865,88.3972,54.21,68,45,4.97,scattered clouds
465,Mananjary,MG,-21.2167,48.3333,63.37,92,4,4.18,clear sky
466,Chimbarongo,CL,-34.7,-71.05,56.28,83,72,1.83,broken clouds
467,Leningradskiy,RU,69.3833,178.4167,38.12,84,96,4.88,overcast clouds
468,Zabaykalsk,RU,49.6333,117.3167,58.51,90,53,6.13,broken clouds
469,Graaff-Reinet,ZA,-32.2522,24.5308,44.92,90,4,1.86,clear sky
470,Bemidji,US,47.4736,-94.8803,71.69,49,40,16.11,scattered clouds
471,Kinsale,IE,51.7075,-8.5306,58.37,77,75,5.75,broken clouds
472,Flagstaff,US,35.1981,-111.6513,77.31,82,0,5.75,light rain
473,Abhar,IR,36.1468,49.218,65.1,84,0,7.14,clear sky
474,Pangody,RU,65.85,74.4859,49.28,80,48,8.93,scattered clouds
475,Thohoyandou,ZA,-22.9456,30.485,59.99,46,0,2.1,clear sky
476,Ler,SS,8.3018,30.1418,70.25,98,100,2.55,light rain
477,Cabedelo,BR,-6.9811,-34.8339,75.87,81,41,11.41,light rain
478,Hay River,CA,60.8156,-115.7999,66.18,68,75,12.66,broken clouds
479,Gardez,AF,33.5974,69.2259,69.87,74,21,2.1,few clouds
480,Port Macquarie,AU,-31.4333,152.9167,50.9,66,60,4.97,broken clouds
481,Almaznyy,RU,48.0448,40.045,68.99,60,42,5.46,scattered clouds
482,Stornoway,GB,58.2093,-6.3865,52.93,91,100,1.14,overcast clouds
483,Glazov,RU,58.1394,52.6584,53.94,80,3,4.09,clear sky
484,Lasa,IT,46.6166,10.7002,67.08,89,44,1.99,scattered clouds
485,Oktyabrskiy,RU,54.4815,53.471,63.73,92,43,5.06,scattered clouds
486,Havoysund,NO,70.9963,24.6622,50.23,93,100,19.62,moderate rain
487,Barcelos,PT,41.5388,-8.6151,67.91,79,41,5.32,scattered clouds
488,Sinnamary,GF,5.3833,-52.95,78.49,85,81,5.17,broken clouds
489,Daru,PG,-9.0763,143.2092,76.26,90,98,17.31,overcast clouds
490,Pokhara,NP,28.2333,83.9833,72.01,87,100,1.3,overcast clouds
491,Dubbo,AU,-32.25,148.6167,35.73,83,75,2.3,broken clouds
492,Manado,ID,1.487,124.8455,75.97,100,40,1.14,scattered clouds
493,Muzhi,RU,65.3667,64.6667,54.99,75,11,5.86,few clouds
494,Lahaina,US,20.8783,-156.6825,87.8,73,2,7.36,clear sky
495,Qasigiannguit,GL,68.8193,-51.1922,44.85,86,92,3.22,overcast clouds
496,Masuguru,TZ,-11.3667,38.4167,72.7,65,100,6.06,overcast clouds
497,Puerto Madryn,AR,-42.7692,-65.0385,45.66,73,25,9.84,scattered clouds
498,Nemuro,JP,43.3236,145.575,62.02,99,97,8.63,overcast clouds
499,Tessalit,ML,20.1986,1.0114,99.19,13,75,2.73,broken clouds
500,Saint-Francois,FR,46.4154,3.9054,62.04,67,0,1.14,clear sky
501,Santa Cruz,BO,-17.8,-63.1667,84.25,54,20,13.8,few clouds
502,Maldonado,UY,-34.6667,-54.9167,58.39,88,99,3.42,overcast clouds
503,Airdrie,GB,55.866,-3.9803,57.04,76,100,1.63,overcast clouds
504,Bandar,ID,2.05,99.75,73.35,85,100,1.74,overcast clouds
505,Siemiatycze,PL,52.4272,22.8623,58.03,74,55,7.81,broken clouds
506,Tanete,ID,-3.9443,119.7848,74.71,86,66,7.87,broken clouds
507,Turukhansk,RU,65.8167,87.9833,60.67,69,92,6.58,overcast clouds
508,Albury,AU,-36.0833,146.9167,49.01,100,100,4.0,overcast clouds
509,Kisangani,CD,0.5167,25.2,69.71,98,96,1.07,light rain
510,Pacific Grove,US,36.6177,-121.9166,77.23,76,0,10.36,clear sky
511,Adre,TD,13.4667,22.2,69.73,83,100,12.5,light rain
512,Fare,PF,-16.7,-151.0167,78.96,72,10,27.04,light rain
513,La Peca,PE,-5.6111,-78.435,75.31,70,60,4.76,light rain
514,Atikokan,CA,48.7555,-91.6216,64.76,76,85,10.71,overcast clouds
515,Mingaora,PK,34.7758,72.3625,74.93,94,98,2.04,overcast clouds
516,Bandarbeyla,SO,9.4942,50.8122,76.51,80,9,29.66,clear sky
517,Tirunelveli,IN,8.7333,77.7,80.82,73,84,4.88,broken clouds
518,Teguldet,RU,57.3064,88.1667,52.81,94,86,2.91,overcast clouds
519,Mgandu,TZ,-5.95,34.1333,60.37,65,59,8.75,broken clouds
520,Odweyne,SO,9.4092,45.064,75.45,43,42,18.45,scattered clouds
521,Verkhnetulomskiy,RU,68.6073,31.7962,60.93,92,0,5.86,clear sky
522,Tazovskiy,RU,67.4667,78.7,46.56,83,76,8.37,broken clouds
523,Sijunjung,ID,-0.6876,100.9537,69.93,96,88,1.92,overcast clouds
524,Bambanglipuro,ID,-7.95,110.2833,73.15,92,86,2.19,overcast clouds
525,Nome,US,64.5011,-165.4064,53.11,87,100,6.91,overcast clouds
526,Husavik,IS,66.0449,-17.3389,57.92,77,99,13.31,overcast clouds
527,Shihezi,CN,44.3,86.0333,76.84,22,0,2.15,clear sky
528,Tocopilla,CL,-22.092,-70.1979,63.54,73,94,11.48,overcast clouds
529,Kiruna,SE,67.8557,20.2251,49.12,71,100,11.5,overcast clouds
530,Lata,PT,40.1629,-8.3327,56.57,93,0,3.4,clear sky
531,Williams Lake,CA,52.1415,-122.1445,97.05,30,20,4.61,few clouds
532,Cabatuan,PH,10.8794,122.486,76.78,88,76,3.69,broken clouds
533,Ascension,US,30.2169,-90.9001,91.99,71,0,6.91,clear sky
534,Shimoda,JP,34.6667,138.95,80.89,86,88,5.99,overcast clouds
535,Livingston,GB,55.9029,-3.5226,56.84,87,0,4.61,clear sky
536,Nileshwar,IN,12.25,75.1,77.65,88,63,8.34,broken clouds
537,East Stroudsburg,US,40.9995,-75.1813,85.42,66,100,4.43,overcast clouds
538,Skalat,UA,49.4273,25.9787,57.92,89,51,4.59,broken clouds
539,Mitzic,GA,0.7821,11.549,68.32,95,79,4.03,broken clouds
540,Marrakesh,MA,31.6315,-8.0083,82.47,42,0,6.91,clear sky
541,Camacha,PT,33.0833,-16.3333,67.42,83,40,12.66,scattered clouds
542,Oranjemund,NA,-28.55,16.4333,52.81,91,0,5.99,clear sky
543,Ucluelet,CA,48.9329,-125.5528,66.09,85,37,5.21,scattered clouds
544,Kieta,PG,-6.2167,155.6333,81.86,74,13,8.21,few clouds
545,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,77.99,27,0,4.21,clear sky
546,Goderich,CA,43.7501,-81.7165,76.91,73,38,11.5,scattered clouds
547,Vestmannaeyjar,IS,63.4427,-20.2734,52.93,91,100,13.31,overcast clouds
548,Port-Gentil,GA,-0.7193,8.7815,75.16,88,40,10.36,scattered clouds
549,Colborne,CA,44.0001,-77.8828,82.58,63,68,5.39,broken clouds
550,Karema,TZ,-6.8205,30.4389,71.24,57,36,3.62,scattered clouds
551,Aasiaat,GL,68.7098,-52.8699,37.29,94,68,5.88,broken clouds
552,Langsa,ID,4.4683,97.9683,74.16,97,100,2.19,overcast clouds
553,Omsukchan,RU,62.5333,155.8,53.87,48,31,7.54,scattered clouds
554,Tura,IN,25.5198,90.2201,75.02,89,97,3.42,overcast clouds
555,Pasni,PK,25.2631,63.471,81.5,82,100,4.65,overcast clouds
556,Ocos,GT,14.5094,-92.1933,87.98,69,63,5.21,broken clouds
557,San Patricio,US,28.017,-97.5169,94.17,46,100,14.25,overcast clouds
558,Rabaul,PG,-4.1967,152.1721,81.73,74,58,13.18,broken clouds
559,Gazojak,TM,41.1875,61.4036,80.51,32,30,10.29,scattered clouds
560,Raymondville,US,26.4815,-97.7831,87.91,40,100,15.55,overcast clouds
561,Marathon,US,44.9,-89.7668,78.33,50,100,13.8,overcast clouds
562,Takoradi,GH,4.8845,-1.7554,75.61,85,99,12.19,overcast clouds
563,Catamarca,AR,-28.4696,-65.7852,66.58,67,24,1.99,few clouds
564,Mnogovershinnyy,RU,53.9353,139.9242,62.06,76,34,3.44,scattered clouds
565,Hualmay,PE,-11.0964,-77.6139,64.29,77,20,13.76,few clouds
566,Severnoye,RU,56.3491,78.3619,61.18,95,100,4.72,overcast clouds
567,Grand Gaube,MU,-20.0064,57.6608,68.4,77,7,1.99,clear sky
568,That Phanom,TH,16.9364,104.7104,77.83,84,5,3.2,clear sky
569,Fianarantsoa,MG,-21.4333,47.0833,52.02,95,41,3.09,scattered clouds
570,Poiana Stampei,RO,47.3167,25.1333,61.03,75,49,3.62,scattered clouds
571,Yeppoon,AU,-23.1333,150.7333,49.78,59,0,5.14,clear sky
572,Salalah,OM,17.0151,54.0924,77.09,94,100,8.05,light intensity drizzle
573,Pangnirtung,CA,66.1451,-65.7125,51.8,76,75,2.3,broken clouds
574,Rocha,UY,-34.4833,-54.3333,62.94,93,98,2.8,overcast clouds
575,La Baule-Escoublac,FR,47.2922,-2.364,67.66,63,0,5.75,clear sky
576,Tecoanapa,MX,16.5167,-98.75,84.29,72,90,9.98,overcast clouds
577,Auki,SB,-8.7676,160.7034,81.99,69,8,3.91,clear sky
578,Saratoga Springs,US,43.0831,-73.7846,83.5,55,99,1.99,overcast clouds
579,Marsaxlokk,MT,35.8419,14.5431,82.08,83,0,4.61,clear sky
580,Lengshuitan,CN,26.4111,111.5956,78.3,75,66,3.8,broken clouds
581,Saldanha,ZA,-33.0117,17.9442,46.45,73,0,5.68,clear sky
582,Sikasso,ML,10.9167,-7.0,75.45,81,57,5.73,light rain
583,Moose Factory,CA,51.2585,-80.6094,66.2,88,75,3.44,broken clouds
584,Zhangye,CN,38.9342,100.4517,70.56,29,36,8.25,scattered clouds
585,Kalemie,CD,-5.9475,29.1947,70.66,63,22,2.26,few clouds
586,Kupang,ID,-10.1667,123.5833,73.83,73,19,14.45,few clouds
587,Avera,US,33.194,-82.5271,94.51,32,91,10.74,overcast clouds
588,Vakhtan,RU,57.9659,46.6889,58.84,96,0,4.29,clear sky
589,Kalmunai,LK,7.4167,81.8167,77.99,84,97,3.65,overcast clouds
590,Mao,ES,39.8885,4.2658,77.56,65,0,2.3,clear sky
591,Paita,PE,-5.0892,-81.1144,67.91,77,17,18.12,few clouds
592,Goundam,ML,16.4145,-3.6708,99.73,14,0,5.55,clear sky
593,Vanimo,PG,-2.6741,141.3028,78.73,86,43,5.75,scattered clouds
594,Zyryanka,RU,65.75,150.85,54.34,48,86,8.75,overcast clouds
595,Portel,BR,-1.9356,-50.8211,80.64,69,100,1.99,overcast clouds
596,Andenes,NO,69.3143,16.1194,48.18,93,100,14.97,overcast clouds
597,Tarbagatay,RU,51.4803,107.3602,54.93,79,100,4.65,overcast clouds
598,Hobyo,SO,5.3505,48.5268,75.6,81,94,26.62,overcast clouds
599,Maniitsoq,GL,65.4167,-52.9,42.46,90,40,15.23,scattered clouds
600,Nha Trang,VN,12.25,109.1833,77.0,89,78,3.36,broken clouds
601,Madras,IN,13.0878,80.2785,83.97,86,40,4.61,scattered clouds
602,Beya,RU,53.0533,90.9139,54.25,71,99,0.81,overcast clouds
603,Tateyama,JP,34.9833,139.8667,82.09,88,100,10.83,overcast clouds
604,Porbandar,IN,21.6422,69.6093,80.91,82,90,9.46,overcast clouds
605,Saint-Augustin,CA,51.226,-58.6502,63.61,83,90,3.78,overcast clouds
606,Nyimba,ZM,-14.5566,30.8149,63.1,58,47,6.33,scattered clouds
607,Lewisburg,US,35.4492,-86.7889,94.44,46,0,6.91,clear sky
608,Port Hedland,AU,-20.3167,118.5667,59.05,55,1,8.05,clear sky
609,Tiznit,MA,29.5833,-9.5,77.54,43,0,5.17,clear sky
610,Huilong,CN,31.8111,121.655,83.93,89,1,8.59,clear sky
611,Waw,SS,7.7029,27.9953,70.05,93,89,3.29,overcast clouds
612,Charo,MX,19.75,-101.05,63.52,82,100,12.66,overcast clouds
613,Jizan,SA,17.3333,42.6667,86.94,58,97,2.93,overcast clouds
614,Burnie,AU,-41.0667,145.9167,43.95,73,21,7.14,few clouds
615,Constanza,DE,47.6603,9.1758,66.29,70,66,3.53,broken clouds
616,Burgos,ES,42.3394,-3.7079,57.61,77,0,12.66,clear sky
617,Bonthe,SL,7.5264,-12.505,74.55,91,100,5.64,light rain
618,Ust-Nera,RU,64.5667,143.2,65.19,52,50,4.0,scattered clouds
619,Tiarei,PF,-17.5333,-149.3333,82.42,74,49,26.82,scattered clouds
620,Tuatapere,NZ,-46.1333,167.6833,44.22,95,100,0.81,overcast clouds
621,Baza,ES,37.4907,-2.7726,78.42,73,0,1.99,clear sky
622,Jieshi,CN,22.8134,115.8257,83.64,76,43,5.19,scattered clouds
623,Nyandoma,RU,61.669,40.1991,62.01,96,35,4.63,scattered clouds
624,Quatre Cocos,MU,-20.2078,57.7625,68.11,80,37,10.76,light rain
625,Bima,ID,-8.4667,118.7167,69.84,91,44,3.91,scattered clouds
626,Crateus,BR,-5.1783,-40.6775,81.54,43,97,4.88,overcast clouds
627,Kidal,ML,18.4411,1.4078,97.09,21,1,10.69,clear sky
628,Balykshi,KZ,47.0667,51.8667,71.6,60,40,4.47,scattered clouds
629,Suntar,RU,62.1444,117.6319,75.34,71,0,5.7,clear sky
630,Te Anau,NZ,-45.4167,167.7167,41.67,98,100,2.48,overcast clouds
631,Montepuez,MZ,-13.1256,38.9997,64.42,69,21,8.68,few clouds
632,Veraval,IN,20.9,70.3667,80.76,82,100,9.42,overcast clouds
633,Kysyl-Syr,RU,63.8986,122.7617,70.63,69,14,4.34,few clouds
634,Orbetello,IT,42.4408,11.2196,73.42,60,0,4.61,clear sky
635,Kailua,US,21.4022,-157.7394,89.58,67,75,11.5,broken clouds
636,Kanniyakumari,IN,8.0833,77.5667,77.27,83,94,13.94,overcast clouds
637,Carutapera,BR,-1.195,-46.02,76.89,82,61,6.87,broken clouds
638,Phonhong,LA,18.5007,102.4166,75.24,93,41,3.11,scattered clouds
639,Charters Towers,AU,-20.1,146.2667,54.34,42,0,10.96,clear sky
640,Kaduqli,SD,11.0167,29.7167,73.65,85,100,2.37,overcast clouds
641,Muros,ES,42.7762,-9.0603,65.08,71,67,6.24,broken clouds
642,Gornyy,RU,55.1153,83.9059,62.53,78,66,4.36,broken clouds
643,Sinnai,IT,39.3042,9.2036,78.94,51,0,11.5,clear sky
644,Hat Yai,TH,7.0084,100.4767,81.97,94,75,0.0,broken clouds
645,Iwanai,JP,42.9744,140.5089,73.11,81,3,1.43,clear sky
646,Shumerlya,RU,55.5005,46.4129,61.68,87,34,4.23,scattered clouds
647,Deputatskiy,RU,69.3,139.9,52.95,52,91,4.83,overcast clouds
648,Keelung,TW,25.1283,121.7419,84.11,83,0,5.12,clear sky
649,Gizo,SB,-8.103,156.8419,82.42,74,41,13.71,scattered clouds
650,Kongolo,CD,-5.3833,27.0,77.92,40,28,1.95,scattered clouds
651,Itarema,BR,-2.9248,-39.9167,79.0,78,93,14.83,overcast clouds
652,Sakakah,SA,29.9697,40.2064,89.17,13,0,12.39,clear sky
653,Gladstone,AU,-23.85,151.25,55.33,54,0,8.05,clear sky
654,Dakoro,NE,14.5106,6.765,72.0,87,100,17.11,very heavy rain
655,Walvis Bay,NA,-22.9575,14.5053,53.1,87,20,5.75,few clouds
656,Lerwick,GB,60.1545,-1.1494,53.6,79,30,5.01,scattered clouds
657,San Quintin,MX,30.4833,-115.95,73.54,68,63,13.73,broken clouds
658,Buchanan,LR,5.8808,-10.0467,74.44,88,99,10.74,light rain
659,Ilinskiy,RU,55.619,38.1182,68.31,94,0,0.0,clear sky
660,Axim,GH,4.8699,-2.2405,76.26,84,100,12.41,overcast clouds
661,Yaan,NG,7.3833,8.5667,71.82,97,98,4.09,overcast clouds
662,Okhotsk,RU,59.3833,143.3,58.5,90,100,1.52,light rain
663,Balkanabat,TM,39.5108,54.3671,91.74,27,79,15.03,broken clouds
664,Pasco,US,28.292,-82.4165,91.26,77,72,1.01,broken clouds
665,Russell,US,32.3502,-85.1999,93.0,49,0,0.0,clear sky
666,Ambilobe,MG,-13.2,49.05,65.12,88,50,2.48,scattered clouds
667,Cockburn Town,TC,21.4612,-71.1419,84.16,65,40,13.8,scattered clouds
668,Imeni Poliny Osipenko,RU,52.4201,136.4853,64.02,81,5,5.12,clear sky
669,Tombouctou,ML,20.0,-3.0,99.32,7,0,9.8,clear sky
670,Ararangua,BR,-28.9347,-49.4858,62.87,84,89,1.92,overcast clouds
671,Severnyy,RU,50.677,36.5532,69.84,73,0,6.71,clear sky
672,Ca Mau,VN,9.1769,105.15,76.98,93,81,3.47,broken clouds
673,Ahipara,NZ,-35.1667,173.1667,58.71,90,31,17.63,light rain
674,Burns Lake,CA,54.2331,-125.7533,87.22,26,2,5.03,clear sky
675,Willowmore,ZA,-33.2926,23.4895,46.96,92,1,10.36,clear sky
676,Saint-Pierre,RE,-21.3393,55.4781,69.91,75,100,2.3,overcast clouds
677,Salym,RU,60.0625,71.4789,53.8,82,100,5.37,overcast clouds
678,Aykhal,RU,66.0,111.5,72.41,70,37,4.03,scattered clouds
679,Siyabuswa,ZA,-25.1132,29.0445,61.63,43,39,6.29,scattered clouds
680,Huesca,ES,42.1362,-0.4087,74.05,50,0,2.3,clear sky
681,Pathalgaon,IN,22.5667,83.4667,75.24,86,98,1.66,overcast clouds
682,Galesong,ID,-5.3166,119.3661,69.82,76,29,9.1,scattered clouds
683,Awjilah,LY,29.1081,21.2869,83.66,44,0,14.63,clear sky
684,Richards Bay,ZA,-28.783,32.0377,64.35,91,66,5.21,broken clouds
685,Cap Malheureux,MU,-19.9842,57.6142,68.47,77,8,1.99,clear sky
686,Salaga,GH,8.5508,-0.5188,76.35,83,95,7.87,light rain
